"","x"
"6140","1"
"6141","1"
"6142","20"
"6143","15"
"6144","2"
"6145","7"
"6146","3"
"6147","7"
"6148","16"
"6149","9"
"6150","20"
"6151","18"
"6152","15"
"6153","12"
"6154","9"
"6155","1"
"6156","12"
"6157","19"
"6158","14"
"6159","7"
"6160","17"
"6161","5"
"6162","9"
"6163","8"
"6164","17"
"6165","20"
"6166","2"
"6167","18"
"6168","2"
"6169","16"
"6170","11"
"6171","15"
"6172","13"
"6173","9"
"6174","10"
"6175","5"
"6176","18"
"6177","9"
"6178","3"
"6179","20"
"6180","1"
"6181","8"
"6182","2"
"6183","2"
"6184","8"
"6185","19"
"6186","14"
"6187","18"
"6188","2"
"6189","14"
"6190","16"
"6191","18"
"6192","18"
"6193","8"
"6194","15"
"6195","11"
"6196","19"
"6197","8"
"6198","15"
"6199","15"
"6200","13"
"6201","4"
"6202","5"
"6203","1"
"6204","14"
"6205","3"
"6206","1"
"6207","15"
"6208","5"
"6209","12"
"6210","10"
"6211","9"
"6212","17"
"6213","10"
"6214","12"
"6215","3"
"6216","6"
"6217","6"
"6218","11"
"6219","7"
"6220","2"
"6221","13"
"6222","11"
"6223","14"
"6224","20"
"6225","7"
"6226","19"
"6227","9"
"6228","20"
"6229","13"
"6230","9"
"6231","17"
"6232","13"
"6233","6"
"6234","1"
"6235","10"
"6236","15"
"6237","11"
"6238","12"
"6239","5"
"6240","7"
"6241","11"
"6242","20"
"6243","5"
"6244","18"
"6245","4"
"6246","17"
"6247","18"
"6248","6"
"6249","8"
"6250","7"
"6251","8"
"6252","13"
"6253","2"
"6254","20"
"6255","16"
"6256","3"
"6257","11"
"6258","4"
"6259","9"
"6260","15"
"6261","20"
"6262","11"
"6263","10"
"6264","13"
"6265","18"
"6266","6"
"6267","12"
"6268","19"
"6269","5"
"6270","1"
"6271","7"
"6272","20"
"6273","8"
"6274","18"
"6275","12"
"6276","10"
"6277","8"
"6278","7"
"6279","3"
"6280","4"
"6281","8"
"6282","17"
"6283","2"
"6284","9"
"6285","15"
"6286","20"
"6287","20"
"6288","5"
"6289","14"
"6290","14"
"6291","6"
"6292","8"
"6293","8"
"6294","16"
"6295","15"
"6296","18"
"6297","15"
"6298","2"
"6299","9"
"6300","11"
"6301","1"
"6302","13"
"6303","18"
"6304","14"
"6305","16"
"6306","12"
"6307","19"
"6308","16"
"6309","7"
"6310","13"
"6311","4"
"6312","18"
"6313","10"
"6314","16"
"6315","3"
"6316","9"
"6317","15"
"6318","8"
"6319","4"
"6320","7"
"6321","10"
"6322","16"
"6323","13"
"6324","7"
"6325","8"
"6326","18"
"6327","5"
"6328","2"
"6329","3"
"6330","2"
"6331","2"
"6332","6"
"6333","17"
"6334","19"
"6335","19"
"6336","9"
"6337","14"
"6338","4"
"6339","17"
"6340","18"
"6341","5"
"6342","10"
"6343","14"
"6344","10"
"6345","13"
"6346","15"
"6347","3"
"6348","1"
"6349","5"
"6350","14"
"6351","2"
"6352","3"
"6353","16"
"6354","20"
"6355","7"
"6356","6"
"6357","10"
"6358","14"
"6359","9"
"6360","11"
"6361","8"
"6362","13"
"6363","2"
"6364","1"
"6365","12"
"6366","3"
"6367","1"
"6368","8"
"6369","16"
"6370","4"
"6371","7"
"6372","15"
"6373","2"
"6374","8"
"6375","3"
"6376","9"
"6377","9"
"6378","9"
"6379","13"
"6380","14"
"6381","14"
"6382","3"
"6383","14"
"6384","4"
"6385","9"
"6386","3"
"6387","7"
"6388","3"
"6389","18"
"6390","2"
"6391","14"
"6392","15"
"6393","17"
"6394","14"
"6395","14"
"6396","8"
"6397","6"
"6398","5"
"6399","4"
"6400","10"
"6401","13"
"6402","4"
"6403","8"
"6404","9"
"6405","2"
"6406","12"
"6407","16"
"6408","8"
"6409","12"
"6410","9"
"6411","1"
"6412","9"
"6413","13"
"6414","7"
"6415","15"
"6416","15"
"6417","5"
"6418","5"
"6419","9"
"6420","6"
"6421","20"
"6422","17"
"6423","7"
"6424","1"
"6425","2"
"6426","4"
"6427","19"
"6428","20"
"6429","10"
"6430","7"
"6431","15"
"6432","7"
"6433","9"
"6434","20"
"6435","9"
"6436","19"
"6437","20"
"6438","18"
"6439","4"
"6440","12"
"6441","19"
"6442","13"
"6443","15"
"6444","15"
"6445","14"
"6446","6"
"6447","5"
"6448","10"
"6449","13"
"6450","3"
"6451","8"
"6452","10"
"6453","5"
"6454","5"
"6455","5"
"6456","3"
"6457","19"
"6458","16"
"6459","20"
"6460","16"
"6461","13"
"6462","20"
"6463","19"
"6464","15"
"6465","6"
"6466","9"
"6467","18"
"6468","15"
"6469","16"
"6470","6"
"6471","2"
"6472","9"
"6473","14"
"6474","12"
"6475","10"
"6476","7"
"6477","13"
"6478","18"
"6479","17"
"6480","5"
"6481","6"
"6482","18"
"6483","18"
"6484","15"
"6485","9"
"6486","13"
"6487","11"
"6488","17"
"6489","9"
"6490","17"
"6491","17"
"6492","15"
"6493","12"
"6494","14"
"6495","3"
"6496","9"
"6497","2"
"6498","13"
"6499","20"
"6500","2"
"6501","1"
"6502","8"
"6503","5"
"6504","15"
"6505","13"
"6506","17"
"6507","3"
"6508","10"
"6509","14"
"6510","15"
"6511","11"
"6512","11"
"6513","18"
"6514","10"
"6515","1"
"6516","8"
"6517","4"
"6518","5"
"6519","1"
"6520","5"
"6521","1"
"6522","1"
"6523","17"
"6524","9"
"6525","19"
"6526","7"
"6527","13"
"6528","9"
"6529","13"
"6530","20"
"6531","15"
"6532","17"
"6533","15"
"6534","6"
"6535","11"
"6536","6"
"6537","15"
"6538","12"
"6539","4"
"6540","2"
"6541","13"
"6542","13"
"6543","10"
"6544","19"
"6545","20"
"6546","16"
"6547","16"
"6548","7"
"6549","15"
"6550","11"
"6551","1"
"6552","20"
"6553","4"
"6554","19"
"6555","13"
"6556","16"
"6557","8"
"6558","5"
"6559","7"
"6560","1"
"6561","5"
"6562","10"
"6563","3"
"6564","10"
"6565","18"
"6566","20"
"6567","14"
"6568","18"
"6569","1"
"6570","11"
"6571","12"
"6572","11"
"6573","6"
"6574","7"
"6575","11"
"6576","6"
"6577","19"
"6578","13"
"6579","8"
"6580","4"
"6581","16"
"6582","2"
"6583","3"
"6584","2"
"6585","15"
"6586","16"
"6587","6"
"6588","11"
"6589","9"
"6590","9"
"6591","6"
"6592","19"
"6593","10"
"6594","3"
"6595","11"
"6596","13"
"6597","5"
"6598","19"
"6599","2"
"6600","1"
"6601","2"
"6602","13"
"6603","12"
"6604","10"
"6605","12"
"6606","15"
"6607","16"
"6608","10"
"6609","5"
"6610","13"
"6611","1"
"6612","19"
"6613","8"
"6614","13"
"6615","2"
"6616","13"
"6617","7"
"6618","4"
"6619","8"
"6620","7"
"6621","19"
"6622","19"
"6623","16"
"6624","1"
"6625","17"
"6626","10"
"6627","20"
"6628","19"
"6629","15"
"6630","10"
"6631","19"
"6632","14"
"6633","6"
"6634","13"
"6635","5"
"6636","19"
"6637","13"
"6638","18"
"6639","13"
"6640","15"
"6641","4"
"6642","17"
"6643","8"
"6644","2"
"6645","10"
"6646","18"
"6647","2"
"6648","11"
"6649","14"
"6650","1"
"6651","17"
"6652","1"
"6653","20"
"6654","17"
"6655","6"
"6656","2"
"6657","11"
"6658","2"
"6659","11"
"6660","17"
"6661","20"
"6662","4"
"6663","1"
"6664","12"
"6665","3"
"6666","7"
"6667","18"
"6668","8"
"6669","19"
"6670","7"
"6671","18"
"6672","6"
"6673","17"
"6674","10"
"6675","11"
"6676","6"
"6677","17"
"6678","15"
"6679","20"
"6680","18"
"6681","14"
"6682","18"
"6683","13"
"6684","3"
"6685","6"
"6686","13"
"6687","15"
"6688","18"
"6689","17"
"6690","8"
"6691","13"
"6692","9"
"6693","7"
"6694","16"
"6695","20"
"6696","3"
"6697","15"
"6698","6"
"6699","13"
"6700","16"
"6701","9"
"6702","9"
"6703","2"
"6704","19"
"6705","6"
"6706","16"
"6707","4"
"6708","13"
"6709","16"
"6710","20"
"6711","15"
"6712","19"
"6713","18"
"6714","18"
"6715","2"
"6716","11"
"6717","8"
"6718","1"
"6719","17"
"6720","19"
"6721","14"
"6722","2"
"6723","12"
"6724","2"
"6725","2"
"6726","16"
"6727","9"
"6728","20"
"6729","4"
"6730","17"
"6731","19"
"6732","18"
"6733","2"
"6734","14"
"6735","4"
"6736","12"
"6737","14"
"6738","1"
"6739","11"
"6740","14"
"6741","7"
"6742","16"
"6743","16"
"6744","5"
"6745","12"
"6746","1"
"6747","3"
"6748","17"
"6749","10"
"6750","4"
"6751","4"
"6752","10"
"6753","12"
"6754","17"
"6755","20"
"6756","19"
"6757","17"
"6758","9"
"6759","6"
"6760","20"
"6761","20"
"6762","8"
"6763","12"
"6764","10"
"6765","19"
"6766","3"
"6767","1"
"6768","3"
"6769","5"
"6770","3"
"6771","5"
"6772","3"
"6773","20"
"6774","18"
"6775","7"
"6776","3"
"6777","17"
"6778","19"
"6779","12"
"6780","20"
"6781","6"
"6782","6"
"6783","20"
"6784","10"
"6785","9"
"6786","20"
"6787","17"
"6788","9"
"6789","12"
"6790","13"
"6791","16"
"6792","8"
"6793","9"
"6794","15"
"6795","20"
"6796","9"
"6797","17"
"6798","13"
"6799","11"
"6800","17"
"6801","2"
"6802","12"
"6803","8"
"6804","2"
"6805","5"
"6806","19"
"6807","13"
"6808","4"
"6809","6"
"6810","6"
"6811","16"
"6812","3"
"6813","16"
"6814","9"
"6815","19"
"6816","9"
"6817","13"
"6818","1"
"6819","14"
"6820","10"
"6821","6"
"6822","1"
"6823","15"
"6824","12"
"6825","3"
"6826","18"
"6827","1"
"6828","5"
"6829","10"
"6830","15"
"6831","5"
"6832","15"
"6833","12"
"6834","1"
"6835","15"
"6836","19"
"6837","5"
"6838","8"
"6839","16"
"6840","14"
"6841","7"
"6842","12"
"6843","18"
"6844","8"
"6845","6"
"6846","16"
"6847","18"
"6848","20"
"6849","5"
"6850","11"
"6851","18"
"6852","15"
"6853","11"
"6854","15"
"6855","18"
"6856","18"
"6857","16"
"6858","13"
"6859","4"
"6860","20"
"6861","6"
"6862","20"
"6863","12"
"6864","19"
"6865","12"
"6866","20"
"6867","1"
"6868","7"
"6869","5"
"6870","2"
"6871","18"
"6872","11"
"6873","8"
"6874","2"
"6875","8"
"6876","2"
"6877","7"
"6878","13"
"6879","3"
"6880","4"
"6881","3"
"6882","17"
"6883","1"
"6884","10"
"6885","7"
"6886","3"
"6887","20"
"6888","7"
"6889","14"
"6890","14"
"6891","11"
"6892","7"
"6893","13"
"6894","20"
"6895","5"
"6896","11"
"6897","15"
"6898","4"
"6899","2"
"6900","9"
"6901","9"
"6902","13"
"6903","6"
"6904","6"
"6905","10"
"6906","10"
"6907","19"
"6908","2"
"6909","8"
"6910","4"
"6911","13"
"6912","7"
"6913","16"
"6914","3"
"6915","14"
"6916","18"
"6917","9"
"6918","12"
"6919","5"
"6920","5"
"6921","20"
"6922","11"
"6923","16"
"6924","19"
"6925","3"
"6926","14"
"6927","7"
"6928","17"
"6929","18"
"6930","20"
"6931","16"
"6932","13"
"6933","8"
"6934","13"
"6935","1"
"6936","2"
"6937","11"
"6938","17"
"6939","8"
"6940","12"
"6941","12"
"6942","1"
"6943","2"
"6944","16"
"6945","17"
"6946","6"
"6947","12"
"6948","10"
"6949","9"
"6950","7"
"6951","19"
"6952","2"
"6953","18"
"6954","10"
"6955","5"
"6956","9"
"6957","13"
"6958","5"
"6959","15"
"6960","3"
"6961","15"
"6962","11"
"6963","3"
"6964","15"
"6965","10"
"6966","4"
"6967","4"
"6968","16"
"6969","17"
"6970","18"
"6971","15"
"6972","2"
"6973","18"
"6974","4"
"6975","9"
"6976","12"
"6977","9"
"6978","3"
"6979","7"
"6980","3"
"6981","3"
"6982","12"
"6983","14"
"6984","2"
"6985","14"
"6986","3"
"6987","15"
"6988","5"
"6989","3"
"6990","6"
"6991","15"
"6992","8"
"6993","6"
"6994","19"
"6995","15"
"6996","10"
"6997","1"
"6998","13"
"6999","17"
"7000","9"
"7001","6"
"7002","6"
"7003","1"
"7004","8"
"7005","14"
"7006","8"
"7007","14"
"7008","20"
"7009","13"
"7010","14"
"7011","5"
"7012","17"
"7013","17"
"7014","9"
"7015","1"
"7016","15"
"7017","9"
"7018","19"
"7019","8"
"7020","8"
"7021","6"
"7022","10"
"7023","3"
"7024","3"
"7025","17"
"7026","9"
"7027","15"
"7028","15"
"7029","2"
"7030","15"
"7031","5"
"7032","4"
"7033","16"
"7034","10"
"7035","2"
"7036","5"
"7037","19"
"7038","11"
"7039","15"
"7040","20"
"7041","1"
"7042","2"
"7043","13"
"7044","15"
"7045","5"
"7046","4"
"7047","13"
"7048","14"
"7049","13"
"7050","18"
"7051","8"
"7052","17"
"7053","10"
"7054","7"
"7055","18"
"7056","5"
"7057","8"
"7058","2"
"7059","7"
"7060","4"
"7061","19"
"7062","5"
"7063","13"
"7064","9"
"7065","5"
"7066","15"
"7067","10"
"7068","20"
"7069","3"
"7070","6"
"7071","12"
"7072","7"
"7073","18"
"7074","18"
"7075","2"
"7076","20"
"7077","9"
"7078","7"
"7079","5"
"7080","16"
"7081","20"
"7082","20"
"7083","20"
"7084","20"
"7085","15"
"7086","8"
"7087","19"
"7088","7"
"7089","4"
"7090","17"
"7091","16"
"7092","4"
"7093","1"
"7094","16"
"7095","8"
"7096","5"
"7097","5"
"7098","20"
"7099","1"
"7100","6"
"7101","15"
"7102","3"
"7103","20"
"7104","12"
"7105","17"
"7106","15"
"7107","19"
"7108","15"
"7109","14"
"7110","9"
"7111","12"
"7112","13"
"7113","1"
"7114","16"
"7115","14"
"7116","10"
"7117","12"
"7118","11"
"7119","9"
"7120","4"
"7121","17"
"7122","8"
"7123","14"
"7124","7"
"7125","1"
"7126","3"
"7127","14"
"7128","5"
"7129","4"
"7130","16"
"7131","5"
"7132","17"
"7133","7"
"7134","14"
"7135","13"
"7136","11"
"7137","8"
"7138","4"
"7139","16"
"7140","11"
"7141","14"
"7142","5"
"7143","13"
"7144","14"
"7145","3"
"7146","20"
"7147","5"
"7148","18"
"7149","16"
"7150","9"
"7151","7"
"7152","14"
"7153","12"
"7154","18"
"7155","3"
"7156","6"
"7157","11"
"7158","11"
"7159","11"
"7160","4"
"7161","9"
"7162","3"
"7163","11"
"7164","14"
"7165","9"
"7166","12"
"7167","18"
"7168","14"
"7169","5"
"7170","2"
"7171","4"
"7172","6"
"7173","10"
"7174","17"
"7175","18"
"7176","18"
"7177","8"
"7178","3"
"7179","18"
"7180","3"
"7181","18"
"7182","8"
"7183","7"
"7184","17"
"7185","3"
"7186","20"
"7187","3"
"7188","13"
"7189","1"
"7190","16"
"7191","20"
"7192","1"
"7193","12"
"7194","9"
"7195","19"
"7196","19"
"7197","10"
"7198","14"
"7199","12"
"7200","9"
"7201","4"
"7202","12"
"7203","8"
"7204","13"
"7205","6"
"7206","11"
"7207","18"
"7208","3"
"7209","11"
"7210","17"
"7211","6"
"7212","2"
"7213","10"
"7214","11"
"7215","18"
"7216","7"
"7217","9"
"7218","9"
"7219","5"
"7220","12"
"7221","15"
"7222","4"
"7223","18"
"7224","11"
"7225","2"
"7226","17"
"7227","5"
"7228","6"
"7229","16"
"7230","2"
"7231","10"
"7232","7"
"7233","12"
"7234","9"
"7235","2"
"7236","14"
"7237","17"
"7238","10"
"7239","9"
"7240","2"
"7241","14"
"7242","18"
"7243","15"
"7244","1"
"7245","13"
"7246","18"
"7247","12"
"7248","2"
"7249","9"
"7250","17"
"7251","10"
"7252","15"
"7253","2"
"7254","1"
"7255","19"
"7256","5"
"7257","6"
"7258","5"
"7259","12"
"7260","16"
"7261","4"
"7262","8"
"7263","19"
"7264","17"
"7265","5"
"7266","1"
"7267","4"
"7268","10"
"7269","1"
"7270","19"
"7271","1"
"7272","7"
"7273","15"
"7274","5"
"7275","6"
"7276","9"
"7277","3"
"7278","16"
"7279","16"
"7280","2"
"7281","13"
"7282","14"
"7283","4"
"7284","2"
"7285","10"
"7286","8"
"7287","10"
"7288","7"
"7289","3"
"7290","18"
"7291","9"
"7292","3"
"7293","8"
"7294","18"
"7295","14"
"7296","7"
"7297","7"
"7298","5"
"7299","17"
"7300","4"
"7301","1"
"7302","13"
"7303","5"
"7304","17"
"7305","16"
"7306","8"
"7307","10"
"7308","3"
"7309","4"
"7310","10"
"7311","7"
"7312","14"
"7313","20"
"7314","6"
"7315","15"
"7316","15"
"7317","8"
"7318","3"
"7319","20"
"7320","5"
"7321","11"
"7322","10"
"7323","9"
"7324","17"
"7325","15"
"7326","17"
"7327","9"
"7328","16"
"7329","12"
"7330","10"
"7331","7"
"7332","9"
"7333","9"
"7334","6"
"7335","13"
"7336","4"
"7337","16"
"7338","11"
"7339","18"
"7340","14"
"7341","10"
"7342","12"
"7343","20"
"7344","2"
"7345","2"
"7346","17"
"7347","5"
"7348","6"
"7349","18"
"7350","19"
"7351","6"
"7352","8"
"7353","2"
"7354","4"
"7355","5"
"7356","12"
"7357","11"
"7358","13"
"7359","5"
"7360","1"
"7361","7"
"7362","1"
"7363","12"
"7364","10"
"7365","11"
"7366","20"
"7367","17"
"7368","19"
"7369","6"
"7370","11"
"7371","8"
"7372","4"
"7373","15"
"7374","11"
"7375","5"
"7376","17"
"7377","11"
"7378","12"
"7379","1"
"7380","2"
"7381","16"
"7382","13"
"7383","3"
"7384","9"
"7385","11"
"7386","17"
"7387","9"
"7388","18"
"7389","4"
"7390","1"
"7391","19"
"7392","15"
"7393","7"
"7394","18"
"7395","11"
"7396","12"
"7397","18"
"7398","20"
"7399","17"
"7400","18"
"7401","15"
"7402","14"
"7403","12"
"7404","7"
"7405","11"
"7406","15"
"7407","14"
"7408","2"
"7409","4"
"7410","16"
"7411","8"
"7412","10"
"7413","8"
"7414","19"
"7415","12"
"7416","5"
"7417","7"
"7418","17"
"7419","11"
"7420","8"
"7421","7"
"7422","2"
"7423","4"
"7424","2"
"7425","16"
"7426","20"
"7427","5"
"7428","5"
"7429","15"
"7430","8"
"7431","13"
"7432","6"
"7433","8"
"7434","4"
"7435","12"
"7436","2"
"7437","15"
"7438","6"
"7439","3"
"7440","15"
"7441","4"
"7442","9"
"7443","12"
"7444","18"
"7445","10"
"7446","6"
"7447","9"
"7448","11"
"7449","17"
"7450","3"
"7451","7"
"7452","10"
"7453","18"
"7454","14"
"7455","17"
"7456","20"
"7457","8"
"7458","16"
"7459","14"
"7460","18"
"7461","2"
"7462","6"
"7463","14"
"7464","5"
"7465","14"
"7466","3"
"7467","4"
"7468","15"
"7469","13"
"7470","12"
"7471","3"
"7472","8"
"7473","10"
"7474","15"
"7475","10"
"7476","18"
"7477","8"
"7478","15"
"7479","19"
"7480","18"
"7481","11"
"7482","9"
"7483","10"
"7484","11"
"7485","20"
"7486","1"
"7487","18"
"7488","6"
"7489","5"
"7490","1"
"7491","20"
"7492","4"
"7493","7"
"7494","9"
"7495","19"
"7496","10"
"7497","4"
"7498","7"
"7499","18"
"7500","19"
"7501","13"
"7502","15"
"7503","16"
"7504","1"
"7505","14"
"7506","15"
"7507","10"
"7508","8"
"7509","4"
"7510","5"
"7511","18"
"7512","11"
"7513","1"
"7514","7"
"7515","10"
"7516","2"
"7517","3"
"7518","15"
"7519","14"
"7520","16"
"7521","16"
"7522","17"
"7523","2"
"7524","4"
"7525","3"
"7526","10"
"7527","5"
"7528","12"
"7529","4"
"7530","14"
"7531","7"
"7532","8"
"7533","10"
"7534","13"
"7535","2"
"7536","6"
"7537","17"
"7538","16"
"7539","18"
"7540","20"
"7541","14"
"7542","10"
"7543","20"
"7544","7"
"7545","14"
"7546","9"
"7547","9"
"7548","19"
"7549","10"
"7550","3"
"7551","16"
"7552","14"
"7553","13"
"7554","5"
"7555","9"
"7556","11"
"7557","19"
"7558","16"
"7559","17"
"7560","2"
"7561","9"
"7562","6"
"7563","18"
"7564","17"
"7565","13"
"7566","7"
"7567","4"
"7568","5"
"7569","19"
"7570","18"
"7571","3"
"7572","14"
"7573","12"
"7574","17"
"7575","6"
"7576","13"
"7577","4"
"7578","4"
"7579","15"
"7580","7"
"7581","5"
"7582","1"
"7583","20"
"7584","7"
"7585","13"
"7586","11"
"7587","10"
"7588","20"
"7589","2"
"7590","16"
"7591","15"
"7592","2"
"7593","15"
"7594","2"
"7595","4"
"7596","13"
"7597","14"
"7598","8"
"7599","3"
"7600","5"
"7601","20"
"7602","8"
"7603","2"
"7604","3"
"7605","13"
"7606","20"
"7607","10"
"7608","8"
"7609","12"
"7610","19"
"7611","4"
"7612","3"
"7613","5"
"7614","11"
"7615","10"
"7616","18"
"7617","15"
"7618","13"
"7619","9"
"7620","4"
"7621","7"
"7622","14"
"7623","11"
"7624","2"
"7625","12"
"7626","18"
"7627","6"
"7628","16"
"7629","12"
"7630","11"
"7631","7"
"7632","16"
"7633","13"
"7634","12"
"7635","16"
"7636","5"
"7637","16"
"7638","2"
"7639","6"
"7640","9"
"7641","10"
"7642","8"
"7643","3"
"7644","12"
"7645","14"
"7646","11"
"7647","19"
"7648","3"
"7649","19"
"7650","17"
"7651","1"
"7652","20"
"7653","20"
"7654","12"
"7655","19"
"7656","9"
"7657","9"
"7658","15"
"7659","11"
"7660","10"
"7661","15"
"7662","13"
"7663","2"
"7664","19"
"7665","14"
"7666","1"
"7667","14"
"7668","20"
"7669","15"
"7670","7"
"7671","13"
"7672","13"
"7673","1"
"7674","17"
"7675","17"
"7676","15"
"7677","1"
"7678","12"
"7679","13"
"7680","11"
"7681","8"
"7682","15"
"7683","15"
"7684","9"
"7685","15"
"7686","4"
"7687","20"
"7688","5"
"7689","5"
"7690","10"
"7691","11"
"7692","19"
"7693","18"
"7694","9"
"7695","16"
"7696","17"
"7697","9"
"7698","19"
"7699","17"
"7700","17"
"7701","18"
"7702","10"
"7703","3"
"7704","12"
"7705","10"
"7706","7"
"7707","11"
"7708","10"
"7709","19"
"7710","18"
"7711","8"
"7712","7"
"7713","4"
"7714","19"
"7715","1"
"7716","1"
"7717","6"
"7718","19"
"7719","18"
"7720","8"
"7721","5"
"7722","11"
"7723","9"
"7724","12"
"7725","3"
"7726","3"
"7727","6"
"7728","4"
"7729","18"
"7730","16"
"7731","13"
"7732","18"
"7733","16"
"7734","13"
"7735","18"
"7736","2"
"7737","4"
"7738","11"
"7739","20"
"7740","5"
"7741","14"
"7742","16"
"7743","13"
"7744","2"
"7745","6"
"7746","18"
"7747","1"
"7748","5"
"7749","2"
"7750","11"
"7751","2"
"7752","18"
"7753","18"
"7754","15"
"7755","18"
"7756","7"
"7757","11"
"7758","8"
"7759","12"
"7760","5"
"7761","20"
"7762","9"
"7763","6"
"7764","8"
"7765","14"
"7766","7"
"7767","10"
"7768","1"
"7769","12"
"7770","15"
"7771","15"
"7772","9"
"7773","6"
"7774","8"
"7775","13"
"7776","13"
"7777","2"
"7778","12"
"7779","13"
"7780","16"
"7781","14"
"7782","5"
"7783","11"
"7784","9"
"7785","16"
"7786","5"
"7787","12"
"7788","7"
"7789","20"
"7790","16"
"7791","16"
"7792","3"
"7793","4"
"7794","7"
"7795","9"
"7796","6"
"7797","12"
"7798","3"
"7799","14"
"7800","4"
"7801","1"
"7802","9"
"7803","19"
"7804","2"
"7805","14"
"7806","17"
"7807","15"
"7808","10"
"7809","13"
"7810","18"
"7811","1"
"7812","16"
"7813","8"
"7814","10"
"7815","15"
"7816","14"
"7817","16"
"7818","11"
"7819","14"
"7820","8"
"7821","5"
"7822","20"
"7823","19"
"7824","7"
"7825","3"
"7826","10"
"7827","8"
"7828","17"
"7829","13"
"7830","17"
"7831","8"
"7832","19"
"7833","5"
"7834","1"
"7835","2"
"7836","16"
"7837","18"
"7838","6"
"7839","13"
"7840","13"
"7841","20"
"7842","4"
"7843","19"
"7844","8"
"7845","18"
"7846","10"
"7847","16"
"7848","6"
"7849","13"
"7850","1"
"7851","20"
"7852","19"
"7853","18"
"7854","14"
"7855","1"
"7856","1"
"7857","11"
"7858","1"
"7859","7"
"7860","3"
"7861","14"
"7862","14"
"7863","5"
"7864","2"
"7865","7"
"7866","8"
"7867","1"
"7868","13"
"7869","14"
"7870","19"
"7871","18"
"7872","11"
"7873","12"
"7874","1"
"7875","6"
"7876","6"
"7877","12"
"7878","1"
"7879","20"
"7880","16"
"7881","3"
"7882","19"
"7883","19"
"7884","7"
"7885","2"
"7886","18"
"7887","5"
"7888","16"
"7889","1"
"7890","10"
"7891","15"
"7892","5"
"7893","5"
"7894","1"
"7895","9"
"7896","20"
"7897","13"
"7898","20"
"7899","17"
"7900","13"
"7901","2"
"7902","20"
"7903","17"
"7904","17"
"7905","7"
"7906","6"
"7907","7"
"7908","19"
"7909","2"
"7910","9"
"7911","7"
"7912","7"
"7913","2"
"7914","15"
"7915","7"
"7916","19"
"7917","7"
"7918","15"
"7919","9"
"7920","18"
"7921","19"
"7922","14"
"7923","9"
"7924","17"
"7925","4"
"7926","7"
"7927","9"
"7928","9"
"7929","15"
"7930","10"
"7931","10"
"7932","9"
"7933","18"
"7934","20"
"7935","19"
"7936","6"
"7937","11"
"7938","8"
"7939","16"
"7940","4"
"7941","4"
"7942","18"
"7943","2"
"7944","19"
"7945","7"
"7946","7"
"7947","8"
"7948","4"
"7949","20"
"7950","11"
"7951","12"
"7952","5"
"7953","11"
"7954","17"
"7955","9"
"7956","2"
"7957","13"
"7958","20"
"7959","1"
"7960","3"
"7961","9"
"7962","6"
"7963","17"
"7964","10"
"7965","17"
"7966","20"
"7967","7"
"7968","17"
"7969","16"
"7970","16"
"7971","4"
"7972","7"
"7973","15"
"7974","5"
"7975","10"
"7976","9"
"7977","9"
"7978","16"
"7979","9"
"7980","5"
"7981","3"
"7982","2"
"7983","13"
"7984","14"
"7985","11"
"7986","20"
"7987","20"
"7988","15"
"7989","12"
"7990","15"
"7991","14"
"7992","8"
"7993","2"
"7994","5"
"7995","18"
"7996","6"
"7997","12"
"7998","7"
"7999","8"
"8000","6"
"8001","16"
"8002","7"
"8003","17"
"8004","14"
"8005","11"
"8006","11"
"8007","11"
"8008","3"
"8009","17"
"8010","10"
"8011","18"
"8012","5"
"8013","8"
"8014","4"
"8015","7"
"8016","6"
"8017","9"
"8018","11"
"8019","9"
"8020","12"
"8021","13"
"8022","4"
"8023","3"
"8024","11"
"8025","1"
"8026","2"
"8027","14"
"8028","4"
"8029","5"
"8030","15"
"8031","3"
"8032","9"
"8033","10"
"8034","3"
"8035","19"
"8036","15"
"8037","18"
"8038","9"
"8039","10"
"8040","18"
"8041","10"
"8042","5"
"8043","4"
"8044","11"
"8045","20"
"8046","4"
"8047","10"
"8048","7"
"8049","15"
"8050","4"
"8051","1"
"8052","18"
"8053","19"
"8054","5"
"8055","16"
"8056","11"
"8057","8"
"8058","6"
"8059","16"
"8060","13"
"8061","8"
"8062","6"
"8063","11"
"8064","15"
"8065","16"
"8066","1"
"8067","10"
"8068","13"
"8069","18"
"8070","6"
"8071","17"
"8072","10"
"8073","8"
"8074","17"
"8075","12"
"8076","20"
"8077","15"
"8078","1"
"8079","9"
"8080","1"
"8081","17"
"8082","16"
"8083","2"
"8084","14"
"8085","2"
"8086","2"
"8087","5"
"8088","8"
"8089","9"
"8090","11"
"8091","3"
"8092","1"
"8093","1"
"8094","5"
"8095","5"
"8096","10"
"8097","8"
"8098","13"
"8099","14"
"8100","17"
"8101","2"
"8102","12"
"8103","1"
"8104","19"
"8105","18"
"8106","20"
"8107","13"
"8108","7"
"8109","11"
"8110","8"
"8111","15"
"8112","13"
"8113","14"
"8114","3"
"8115","1"
"8116","5"
"8117","9"
"8118","4"
"8119","6"
"8120","8"
"8121","6"
"8122","15"
"8123","17"
"8124","10"
"8125","8"
"8126","3"
"8127","12"
"8128","9"
"8129","5"
"8130","7"
"8131","17"
"8132","5"
"8133","18"
"8134","17"
"8135","10"
"8136","6"
"8137","9"
"8138","4"
